Fecha,CE05_IP21_552TI289 IP_ANALOGMAP
2022-08-20,556.1685065283608
2022-08-21,543.9041435123244
2022-08-22,532.8310236372268
2022-08-23,559.5002450492832
2022-08-24,561.0655663935639
2022-08-25,553.7244409527738
2022-08-26,565.1118907861033
2022-08-27,554.5210586006202
2022-08-28,553.3743082371471
2022-08-29,558.6678031521208
2022-08-30,553.5199435996927
2022-08-31,555.7664449750866
2022-09-01,551.6544950515465
2022-09-02,555.5517450163304
2022-09-03,566.6238726433673
2022-09-04,566.9609631515203
2022-09-05,570.698075360276
2022-09-06,574.1998918009006
2022-09-07,577.8818373779885
2022-09-08,571.772118092205
2022-09-09,569.3945830298513
2022-09-10,570.5876439617442
2022-09-11,573.4561384251712
2022-09-12,570.4291136948149
2022-09-13,574.6969429042755
2022-09-14,572.2770800760619
2022-09-15,571.0066087354948
2022-09-16,576.2202896380116
2022-09-17,569.448398008659
2022-09-18,576.7954042005249
2022-09-19,581.9801536005996
2022-09-20,586.0075499655528
2022-09-21,573.0056954869133
2022-09-22,565.4781433391976
2022-09-23,576.5300367736053
2022-09-24,572.7237195216873
2022-09-25,544.2404880682101
2022-09-26,556.77949707512
2022-09-27,558.8596427494952
2022-09-28,566.576802655755
2022-09-29,570.8495086290013
2022-09-30,551.1283858782866
2022-10-01,568.8166353887742
2022-10-02,565.7536582895992
2022-10-03,565.4941628928436
2022-10-04,568.3960813872491
2022-10-05,571.2341807346583
2022-10-06,547.2023732063798
2022-10-07,502.18034122677165
2022-10-08,551.0280115560803
2022-10-09,561.6377961137646
2022-10-10,570.3930344723934
2022-10-11,560.4807081981616
2022-10-12,563.2940280726497
2022-10-13,561.2186627071957
2022-10-14,564.4659705198814
2022-10-15,575.5433528078786
2022-10-16,574.1827085619847
2022-10-17,563.2884778703093
2022-10-18,577.8722498755084
2022-10-19,580.4322785249896
2022-10-20,589.8409215321559
2022-10-21,602.3476820461086
2022-10-22,596.7748147363508
2022-10-23,599.5288665519258
2022-10-24,595.5475338053226
2022-10-25,590.0695053036045
2022-10-26,582.7602224656117
2022-10-27,602.7198728288294
2022-10-28,603.4747517531545
2022-10-29,595.5231777018734
2022-10-30,593.0293832740227
2022-10-31,628.4723495621321
2022-11-01,632.039066263509
2022-11-02,614.1464052968728
2022-11-03,620.1270713097284
2022-11-04,626.5594384076259
2022-11-05,639.6006681840162
2022-11-06,642.9871469723361
2022-11-07,638.6022383015152
2022-11-08,591.4563729184271
2022-11-09,603.8135437457026
2022-11-10,600.6451608605588
2022-11-11,609.644647221876
2022-11-12,615.7883384865935
2022-11-13,627.3555193653214
2022-11-14,631.7812278090883
2022-11-15,626.0142494798041
2022-11-16,539.0452994524595
2022-11-17,552.1429217568938
2022-11-18,568.9550917856961
2022-11-19,590.1535927484463
2022-11-20,594.6176862208071
2022-11-21,611.2478819568837
2022-11-22,600.3412760128109
2022-11-23,585.9295062442989
2022-11-24,566.1025679439811
2022-11-25,588.1992707980024
2022-11-26,621.2204062772734
2022-11-27,625.589401749051
2022-11-28,615.1825277953905
2022-11-29,617.1759343194097
2022-11-30,625.573184091265
2022-12-01,614.9366356360766
2022-12-02,612.1446751770053
2022-12-03,624.688681105903
2022-12-04,617.7664406509995
2022-12-05,626.4668193813656
2022-12-06,623.9494742609928
2022-12-07,620.243606419148
2022-12-08,608.4305312200288
2022-12-09,514.4474571691367
2022-12-10,339.36091231848786
2022-12-11,353.7689816221886
2022-12-12,425.36914277540274
2022-12-13,476.9544758431953
2022-12-14,506.10325005677413
2022-12-15,520.7945692564513
2022-12-16,530.5469060377255
2022-12-17,539.8868051022595
2022-12-18,499.3129214872353
2022-12-19,472.67565384849667
2022-12-20,510.8003598649366
2022-12-21,541.9877881370679
2022-12-22,553.5528052075387
2022-12-23,568.4032551426789
2022-12-24,577.2026304358232
2022-12-25,582.9477231557338
2022-12-26,589.243979035548
2022-12-27,601.7843652843998
2022-12-28,605.7515987641251
2022-12-29,607.2382960986622
2022-12-30,609.2201117252404
2022-12-31,595.325303016639
2023-01-01,597.3771264839255
2023-01-02,607.7267236123832
2023-01-03,602.0969613059345
2023-01-04,602.3162273660558
2023-01-05,603.6252475856329
2023-01-06,609.8580390147584
2023-01-07,610.7776525519455
2023-01-08,611.5982422873358
2023-01-09,606.0215988620398
2023-01-10,615.7793471253575
2023-01-11,601.6716169414625
2023-01-12,595.1753132183477
2023-01-13,616.2237785439914
2023-01-14,621.5479236845434
2023-01-15,618.0625758611898
2023-01-16,622.8590140300415
2023-01-17,606.3818912351356
2023-01-18,603.1041268130683
